21三体综合症	21三體綜合症
纤维丛	纖維叢
纤维状	纖維狀
纤维素	纖維素
纤维肌痛	纖維肌痛
纤维胶	纖維膠
纤维蛋白	纖維蛋白
纤美	纖美
纤腰	纖腰
纤芯	纖芯
纤芯直径	纖芯直徑
纤体	纖體
聚酯纤维	聚酯纖維
肌原纤维	肌原纖維
肌纤维	肌纖維
肌纤蛋白	肌纖蛋白
膳食纤维	膳食纖維
醋酸纤维	醋酸纖維
高纤维	高纖維
古纤道	古縴道
纤夫	縴夫
纤道	縴道
中岳	中嶽
五岳	五嶽
北岳	北嶽
南岳	南嶽
南岳区	南嶽區
周一岳	周一嶽
山岳	山嶽
岱岳区	岱嶽區
岳塘	嶽塘
岳塘区	嶽塘區
岳得尔歌	嶽得爾歌
岳麓	嶽麓
岳麓区	嶽麓區
岳麓书院	嶽麓書院
东岳	東嶽
西岳	西嶽
雪岳山	雪嶽山
叔岳	叔岳
安岳	安岳
安岳县	安岳縣
岳丈	岳丈
岳家	岳家
岳普湖	岳普湖
岳普湖县	岳普湖縣
岳母	岳母
岳池	岳池
岳池县	岳池縣
岳父	岳父
岳西	岳西
岳西县	岳西縣
岳阳	岳陽
岳阳市	岳陽市
岳阳楼	岳陽樓
岳阳楼区	岳陽樓區
岳阳楼记	岳陽樓記
岳阳县	岳陽縣
岳飞	岳飛
岳麓山	岳麓山
张飞打岳飞	張飛打岳飛
渊渟岳峙	淵渟岳峙
潘岳	潘岳
说岳全传	說岳全傳
中东呼吸综合征	中東呼吸綜合徵
仪征	儀徵
仪征市	儀徵市
加征	加徵
布加综合征	布加綜合徵
引征	引徵
强征	強徵
征信	徵信
征信社	徵信社
征候	徵候
征传	徵傳
征兆	徵兆
征兵	徵兵
征募	徵募
征友	徵友
征召	徵召
征名责实	徵名責實
征士	徵士
征婚	徵婚
征实	徵實
征才	徵才
征收	徵收
征文	徵文
征求	徵求
征状	徵狀
征税	徵稅
征稿	徵稿
征聘	徵聘
征询	徵詢
征调	徵調
征象	徵象
征选	徵選
征集	徵集
性征	性徵
应征	應徵
指征	指徵
文征明	文徵明
本征值	本徵值
本征向量	本徵向量
无征不信	無徵不信
特征	特徵
特征值	特徵值
特征向量	特徵向量
特征联合	特徵聯合
生命征象	生命徵象
生命体征	生命體徵
病征	病徵
综合征	綜合徵
缓征	緩徵
繁征博引	繁徵博引
肠易激综合征	腸易激綜合徵
临床特征	臨床特徵
课征	課徵
象征	象徵
象征主义	象徵主義
象征性	象徵性
起征点	起徵點
开征	開徵
陆征祥	陸徵祥
骨髓增生异常综合征	骨髓增生異常綜合徵
体征	體徵
魏征	魏徵
出征	出征
力征	力征
北征	北征
十字军东征	十字軍東征
十字军远征	十字軍遠征
南征	南征
南征北伐	南征北伐
南征北战	南征北戰
南征北讨	南征北討
卜征	卜征
孤征	孤征
宵征	宵征
专征	專征
征人	征人
征伐	征伐
征剿	征勦
征地	征地
征尘	征塵
征夫	征夫
征帆	征帆
征彸	征彸
征得	征得
征戍	征戍
征战	征戰
征敛	征斂
征敛无度	征斂無度
征旆	征旆
征服	征服
征服者	征服者
征用	征用
征程	征程
征衣	征衣
征衫	征衫
征讨	征討
征途	征途
征马	征馬
征驾	征駕
有征无战	有征無戰
东征	東征
东征西怨	東征西怨
东征西讨	東征西討
东讨西征	東討西征
横征暴敛	橫征暴斂
秋征	秋征
税捐稽征处	稅捐稽征處
西征	西征
亲征	親征
谏征	諫征
诺曼征服	諾曼征服
遄征	遄征
远征	遠征
远征军	遠征軍
关征	關征
飞征	飛征
保险柜	保險櫃
储物柜	儲物櫃
冰柜	冰櫃
冷冻柜	冷凍櫃
冻柜	凍櫃
出柜	出櫃
寄物柜	寄物櫃
专柜	專櫃
小型柜橱	小型櫃櫥
展柜	展櫃
嵌入式衣柜	嵌入式衣櫃
床头柜	床頭櫃
掌柜	掌櫃
拦柜	攔櫃
书柜	書櫃
柜员	櫃員
柜员机	櫃員機
柜哥	櫃哥
柜姐	櫃姐
柜子	櫃子
橱柜	櫥櫃
浴柜	浴櫃
深柜	深櫃
甩手掌柜	甩手掌櫃
碗柜	碗櫃
约柜	約櫃
置物柜	置物櫃
翻箱倒柜	翻箱倒櫃
自动柜员机	自動櫃員機
衣柜	衣櫃
衣物柜	衣物櫃
货柜	貨櫃
货柜车	貨櫃車
配电柜	配電櫃
酒柜	酒櫃
金柜	金櫃
金柜石室	金櫃石室
雪柜	雪櫃
电冰柜	電冰櫃
食物柜	食物櫃
主保圣人	主保聖人
亚圣	亞聖
伊斯兰圣战组织	伊斯蘭聖戰組織
入圣	入聖
博科圣地	博科聖地
反圣婴	反聖嬰
四圣谛	四聖諦
基督圣体节	基督聖體節
大圣	大聖
孔圣人	孔聖人
孝圣宪	孝聖憲
孙大圣	孫大聖
宗圣侯	宗聖侯
宗圣公	宗聖公
封圣	封聖
山中圣训	山中聖訓
巴黎圣母院	巴黎聖母院
成圣	成聖
教义和圣约	教義和聖約
文圣区	文聖區
书圣	書聖
朝拜圣山	朝拜聖山
朝圣	朝聖
朝圣者	朝聖者
武圣	武聖
殷忧启圣	殷憂啟聖
神圣	神聖
神圣不可侵犯	神聖不可侵犯
神圣罗马帝国	神聖羅馬帝國
神圣周	神聖週
穆圣	穆聖
耶稣基督末世圣徒教会	耶穌基督末世聖徒教會
圣上	聖上
圣事	聖事
圣人	聖人
圣代	聖代
圣伯多禄大殿	聖伯多祿大殿
圣但尼	聖但尼
圣何塞	聖何塞
圣佛明节	聖佛明節
圣保罗	聖保羅
圣像	聖像
圣僧	聖僧
圣典	聖典
圣凯瑟琳	聖凱瑟琳
圣劳伦斯河	聖勞倫斯河
圣化	聖化
圣君	聖君
圣哈辛托	聖哈辛托
圣哉经	聖哉經
圣哲	聖哲
圣善	聖善
圣乔治	聖喬治
圣地	聖地
圣地亚哥	聖地亞哥
圣地牙哥	聖地牙哥
圣城	聖城
圣基茨和尼维斯	聖基茨和尼維斯
圣塔伦	聖塔倫
圣多明各	聖多明各
圣多明哥	聖多明哥
圣多美	聖多美
圣多美和普林西比	聖多美和普林西比
圣大非	聖大非
圣奥古斯丁	聖奧古斯丁
圣女果	聖女果
圣女贞德	聖女貞德
圣婴	聖嬰
圣子	聖子
圣安地列斯断层	聖安地列斯斷層
圣安多尼堂区	聖安多尼堂區
圣安德列斯断层	聖安德列斯斷層
圣安德鲁	聖安德魯
圣安东尼奥	聖安東尼奧
圣庙	聖廟
圣彼得	聖彼得
圣彼得堡	聖彼得堡
圣徒	聖徒
圣德太子	聖德太子
圣心	聖心
圣心节	聖心節
圣战	聖戰
圣手	聖手
圣文森及格瑞那丁	聖文森及格瑞那丁
圣文森和格林纳丁	聖文森和格林納丁
圣文森特和格林纳丁斯	聖文森特和格林納丁斯
圣旨	聖旨
圣明	聖明
圣朝	聖朝
圣杯	聖杯
圣歌	聖歌
圣殿	聖殿
圣母升天节	聖母升天節
圣母婊	聖母婊
圣母峰	聖母峰
圣母教堂	聖母教堂
圣母玛利亚	聖母瑪利亞
圣水	聖水
圣油	聖油
圣洗	聖洗
圣涡	聖渦
圣洁	聖潔
圣火	聖火
圣灰瞻礼日	聖灰瞻禮日
圣灰节	聖灰節
圣烛节	聖燭節
圣父	聖父
圣王	聖王
圣盘	聖盤
圣卢西亚	聖盧西亞
圣卢西亚岛	聖盧西亞島
圣神	聖神
圣神降临	聖神降臨
圣神降临周	聖神降臨週
圣礼	聖禮
圣约	聖約
圣约瑟夫	聖約瑟夫
圣约翰	聖約翰
圣约翰斯	聖約翰斯
圣纳帕	聖納帕
圣索非亚	聖索非亞
圣索非亚大教堂	聖索非亞大教堂
圣经	聖經
圣经外传	聖經外傳
圣经贤传	聖經賢傳
圣者	聖者
圣职	聖職
圣胎	聖胎
圣膏油	聖膏油
圣荷西	聖荷西
圣菲	聖菲
圣萨尔瓦多	聖薩爾瓦多
圣药	聖藥
圣训	聖訓
圣诗	聖詩
圣诞	聖誕
圣诞前夕	聖誕前夕
圣诞卡	聖誕卡
圣诞岛	聖誕島
圣诞帽	聖誕帽
圣诞快乐	聖誕快樂
圣诞树	聖誕樹
圣诞节	聖誕節
圣诞红	聖誕紅
圣诞老人	聖誕老人
圣诞花	聖誕花
圣诞颂	聖誕頌
圣谕	聖諭
圣贤	聖賢
圣贤孔子鸟	聖賢孔子鳥
圣贤书	聖賢書
圣赫勒拿	聖赫勒拿
圣赫勒拿岛	聖赫勒拿島
圣迹	聖跡
圣路易斯	聖路易斯
圣躬	聖躬
圣雄	聖雄
圣露西亚	聖露西亞
圣灵	聖靈
圣灵降临	聖靈降臨
圣餐	聖餐
圣马利诺	聖馬利諾
圣马力诺	聖馬力諾
圣马洛	聖馬洛
圣体	聖體
圣体节	聖體節
圣体血	聖體血
荷属圣马丁	荷屬聖馬丁
万圣夜	萬聖夜
万圣节	萬聖節
万圣节前夕	萬聖節前夕
万圣节前夜	萬聖節前夜
衍圣公	衍聖公
衍圣公府	衍聖公府
诗圣	詩聖
转轮圣帝	轉輪聖帝
转轮圣王	轉輪聖王
醉圣	醉聖
开漳圣王	開漳聖王
齐天大圣	齊天大聖
主仆	主僕
仆人	僕人
仆役	僕役
仆欧	僕歐
僮仆	僮僕
公仆	公僕
太仆	太僕
太仆寺	太僕寺
太仆寺卿	太僕寺卿
太仆寺旗	太僕寺旗
女仆	女僕
奴仆	奴僕
更仆难数	更僕難數
狼仆	狼僕
臣仆	臣僕
仆街	仆街
乞力马扎罗山	乞力馬扎羅山
卡扎菲	卡扎菲
垂死挣扎	垂死掙扎
塔扎	塔扎
尖扎	尖扎
尖扎县	尖扎縣
巴扎	巴扎
康多莉扎·赖斯	康多莉扎·賴斯
扎伊尔	扎伊爾
扎住	扎住
扎啤	扎啤
扎堆	扎堆
扎实	扎實
扎实推进	扎實推進
扎带	扎帶
扎心	扎心
扎根	扎根
扎格罗斯	扎格羅斯
扎格罗斯山脉	扎格羅斯山脈
扎款	扎款
扎猛子	扎猛子
扎眼	扎眼
扎穿	扎穿
扎兰屯	扎蘭屯
扎兰屯市	扎蘭屯市
扎赉特	扎賚特
扎赉特旗	扎賚特旗
扎针	扎針
扎鲁特	扎魯特
扎鲁特旗	扎魯特旗
挣扎	掙扎
硬扎	硬扎
稳扎稳打	穩扎穩打
纳扎尔巴耶夫	納扎爾巴耶夫
莫扎特	莫扎特
针扎	針扎
阿布扎比	阿布扎比
雷扎耶湖	雷扎耶湖
马扎尔	馬扎爾
马扎尔语	馬扎爾語
点子扎手	點子扎手
包扎	包紮
卡尔扎伊	卡爾紮伊
安营扎寨	安營紮寨
捆扎	捆紮
扎寨	紮寨
扎染	紮染
扎营	紮營
扎线带	紮線帶
扎马剌丁	紮馬剌丁
扎马鲁丁	紮馬魯丁
结扎	結紮
绑扎	綁紮
马扎	馬紮
驻扎	駐紮
乳哺	乳哺
反哺	反哺
哺乳	哺乳
哺乳动物	哺乳動物
哺乳期	哺乳期
哺乳纲	哺乳綱
哺乳类	哺乳類
哺乳类动物	哺乳類動物
哺母乳	哺母乳
哺育	哺育
哺养	哺養
嗷嗷待哺	嗷嗷待哺
辍食吐哺	輟食吐哺
仔姜	仔薑
洋姜	洋薑
生姜	生薑
生姜丝	生薑絲
姜是老的辣	薑是老的辣
姜汁	薑汁
姜还是老的辣	薑還是老的辣
姜饼	薑餅
姜黄	薑黃
姜黄色	薑黃色
高良姜	高良薑
黄姜	黃薑
姜太公	姜太公
姜太公钓鱼，愿者上钩	姜太公釣魚，願者上鉤
姜子牙	姜子牙
姜戎	姜戎
姜文	姜文
姜石年	姜石年
孟姜女	孟姜女
事危累卵	事危累卵
劳累	勞累
危如累卵	危如累卵
墨累	墨累
墨累达令流域	墨累達令流域
多累	多累
家累千金，坐不垂堂	家累千金，坐不垂堂
帕累托	帕累托
帕累托最优	帕累托最優
帕累托法则	帕累托法則
带累	帶累
德累斯顿	德累斯頓
心累	心累
成千累万	成千累萬
成年累月	成年累月
拖累	拖累
整年累月	整年累月
日积月累	日積月累
牵累	牽累
疲累	疲累
盈箱累箧	盈箱累篋
积年累月	積年累月
积德累功	積德累功
积累	積累
积累性	積累性
积累毒性	積累毒性
积金累玉	積金累玉
累加器	累加器
累加总数	累加總數
累及	累及
累垮	累垮
累坏	累壞
累心	累心
累成狗	累成狗
累犯	累犯
累积	累積
累积剂量	累積劑量
累觉不爱	累覺不愛
累计	累計
累赘	累贅
累趴	累趴
累进	累進
经年累月	經年累月
芜累	蕪累
连篇累牍	連篇累牘
连累	連累
达累斯萨拉姆	達累斯薩拉姆
长年累月	長年累月
长篇累牍	長篇累牘
马累	馬累
五谷	五穀
五谷丰登	五穀豐登
全谷物	全穀物
包谷	包穀
四体不勤，五谷不分	四體不勤，五穀不分
土谷祠	土穀祠
川谷	川穀
布谷	布穀
打谷	打穀
打谷场	打穀場
打谷机	打穀機
扬谷	揚穀
暾欲谷	暾欲穀
百谷	百穀
禾谷	禾穀
秕谷	秕穀
稻谷	稻穀
谷仓	穀倉
谷城	穀城
谷城县	穀城縣
谷子	穀子
谷梁	穀梁
谷梁传	穀梁傳
谷壳	穀殼
谷氨酸	穀氨酸
谷氨酸钠	穀氨酸鈉
谷物	穀物
谷神	穀神
谷神星	穀神星
谷穗	穀穗
谷粒	穀粒
谷糠	穀糠
谷草	穀草
谷雨	穀雨
谷类	穀類
谷饲	穀飼
积谷防饥	積穀防饑
簸谷	簸穀
脆谷乐	脆穀樂
辟谷	辟穀
低谷	低谷
催谷	催谷
函谷关	函谷關
吐谷浑	吐谷渾
哈巴谷书	哈巴谷書
壑谷	壑谷
大峡谷	大峽谷
山谷	山谷
山谷市	山谷市
峡谷	峽谷
崖谷	崖谷
布谷鸟	布谷鳥
平谷	平谷
平谷区	平谷區
平谷县	平谷縣
幽谷	幽谷
府谷	府谷
府谷县	府谷縣
怒江大峡谷	怒江大峽谷
斯瓦特谷地	斯瓦特谷地
日比谷公园	日比谷公園
景谷	景谷
景谷傣族彝族自治县	景谷傣族彝族自治縣
景谷县	景谷縣
曼谷	曼谷
曾孝谷	曾孝谷
最低谷	最低谷
东非大裂谷	東非大裂谷
梵谷	梵谷
河谷	河谷
波谷	波谷
浪谷	浪谷
深谷	深谷
渊谷	淵谷
沟谷	溝谷
溪谷	溪谷
满坑满谷	滿坑滿谷
狭谷	狹谷
甘谷	甘谷
甘谷县	甘谷縣
矽谷	矽谷
硅谷	硅谷
科罗拉多大峡谷	科羅拉多大峽谷
空谷足音	空谷足音
虚怀若谷	虛懷若谷
裂谷	裂谷
裂谷热	裂谷熱
谷口	谷口
谷地	谷地
谷底	谷底
谷歌	谷歌
谷氨酰胺	谷氨酰胺
贝卡谷地	貝卡谷地
跌至谷底	跌至谷底
进退维谷	進退維谷
长谷川	長谷川
陈谷子烂芝麻	陳谷子爛芝麻
阳谷	陽谷
阳谷县	陽谷縣
隘谷	隘谷
雅鲁藏布大峡谷	雅魯藏布大峽谷
双龙大裂谷	雙龍大裂谷
杂谷脑	雜谷腦
灵谷寺	靈谷寺
非洲大裂谷	非洲大裂谷
高岸深谷	高岸深谷
鹿谷	鹿谷
鹿谷乡	鹿谷鄉
五脏	五臟
五脏六腑	五臟六腑
内脏	內臟
心脏	心臟
心脏搭桥手术	心臟搭橋手術
心脏收缩压	心臟收縮壓
心脏疾患	心臟疾患
心脏病	心臟病
心脏舒张压	心臟舒張壓
心脏杂音	心臟雜音
心脏骤停	心臟驟停
肝脏	肝臟
肺脏	肺臟
胰脏	胰臟
胰脏炎	胰臟炎
脾脏	脾臟
肾脏	腎臟
脏器	臟器
脏腑	臟腑
脏躁	臟躁
麻雀虽小，五脏俱全	麻雀雖小，五臟俱全
小脏鬼	小髒鬼
弄脏	弄髒
满口脏话	滿口髒話
泼脏水	潑髒水
开口成脏	開口成髒
肮脏	骯髒
脏乱	髒亂
脏乱差	髒亂差
脏兮兮	髒兮兮
脏土	髒土
脏字	髒字
脏弹	髒彈
脏标	髒標
脏水	髒水
脏污	髒污
脏煤	髒煤
脏病	髒病
脏话	髒話
脏辫	髒辮
亚历山大	亞歷山大
亚历山大大帝	亞歷山大大帝
亚历山大鹦鹉	亞歷山大鸚鵡
来历	來歷
来历不明	來歷不明
修订历史	修訂歷史
册历	冊歷
天路历程	天路歷程
妙妙熊历险记	妙妙熊歷險記
学历	學歷
履历	履歷
履历片	履歷片
架空历史	架空歷史
历下	歷下
历下区	歷下區
历代	歷代
历任	歷任
历来	歷來
历史	歷史
历史上	歷史上
历史久远	歷史久遠
历史事件	歷史事件
历史人物	歷史人物
历史剧	歷史劇
历史博物馆	歷史博物館
历史唯物主义	歷史唯物主義
历史学	歷史學
历史学家	歷史學家
历史家	歷史家
历史性	歷史性
历史悠久	歷史悠久
历史意义	歷史意義
历史成本	歷史成本
历史新高	歷史新高
历史时期	歷史時期
历史沿革	歷史沿革
历史版本	歷史版本
历史背景	歷史背景
历史观点	歷史觀點
历史遗产	歷史遺產
历史遗迹	歷史遺跡
历史重演	歷史重演
历城	歷城
历城区	歷城區
历届	歷屆
历时	歷時
历朝通俗演义	歷朝通俗演義
历次	歷次
历程	歷程
历经	歷經
历练	歷練
历险	歷險
涉历	涉歷
汤姆·索亚历险记	湯姆·索亞歷險記
汤姆索亚历险记	湯姆索亞歷險記
病历	病歷
简历	簡歷
经历	經歷
经历风雨	經歷風雨
亲历	親歷
资历	資歷
身历声	身歷聲
遍历	遍歷
阅历	閱歷
高学历	高學歷
黑历史	黑歷史
公历	公曆
四分历	四分曆
夏历	夏曆
大明历	大明曆
年历	年曆
庆历新政	慶曆新政
挂历	掛曆
新历	新曆
日历	日曆
星历	星曆
历书	曆書
历法	曆法
月历	月曆
校历	校曆
格列高利历	格列高利曆
翻老皇历	翻老皇曆
老皇历	老皇曆
旧历	舊曆
旧历年	舊曆年
旧皇历	舊皇曆
万年历	萬年曆
万历	萬曆
行事历	行事曆
西历	西曆
农历	農曆
农历新年	農曆新年
阴历	陰曆
阳历	陽曆
隔年皇历	隔年皇曆
黄历	黃曆
人家牵驴你拔橛	人家牽驢你拔橛
什么风把你吹来的	什麼風把你吹來的
你个头	你個頭
你们	你們
你好	你好
你妈	你媽
你情我愿	你情我願
你我	你我
你死我活	你死我活
你争我夺	你爭我奪
你看着办吧	你看著辦吧
你真行	你真行
你等	你等
你追我赶	你追我趕
去你的	去你的
拜你所赐	拜你所賜
拿你没辙	拿你沒轍
拿你没办法	拿你沒辦法
操你妈	操你媽
日你妈	日你媽
有人想你	有人想你
真有你的	真有你的
算你狠	算你狠
给你点颜色看看	給你點顏色看看
肏你妈	肏你媽
走你	走你
迷你	迷你
迷你剧	迷你劇
迷你裙	迷你裙
关你屁事	關你屁事
随你	隨你
非你莫属	非你莫屬
令人钦佩	令人欽佩
佩剑	佩劍
佩奇	佩奇
佩带	佩帶
佩戴	佩戴
佩服	佩服
佩洛西	佩洛西
佩环	佩環
佩皮尼昂	佩皮尼昂
佩兰	佩蘭
佩饰	佩飾
佩鲁贾	佩魯賈
倾佩	傾佩
坦佩雷	坦佩雷
布达佩斯	布達佩斯
带牛佩犊	帶牛佩犢
弗洛伦蒂诺·佩雷斯	弗洛倫蒂諾·佩雷斯
感佩	感佩
敬佩	敬佩
斯佩林	斯佩林
斯佩罗	斯佩羅
斯佩耳特小麦	斯佩耳特小麥
钦佩	欽佩
洛佩斯	洛佩斯
洛佩兹	洛佩茲
玉佩	玉佩
科佩尔	科佩爾
纫佩	紉佩
胶片佩章	膠片佩章
莎拉·佩林	莎拉·佩林
赞西佩	贊西佩
阿斯佩尔格尔	阿斯佩爾格爾
佩林	珮林
高罗佩	高羅珮
佛蒙特	佛蒙特
佛蒙特州	佛蒙特州
内蒙	內蒙
内蒙古	內蒙古
内蒙古大学	內蒙古大學
内蒙古自治区	內蒙古自治區
前郭尔罗斯蒙古族自治县	前郭爾羅斯蒙古族自治縣
博尔塔拉蒙古自治州	博爾塔拉蒙古自治州
博蒙特	博蒙特
同蒙其利	同蒙其利
吴下阿蒙	吳下阿蒙
吕蒙	呂蒙
哈蒙德	哈蒙德
启蒙	啟蒙
启蒙主义	啟蒙主義
喀喇沁左翼蒙古族自治县	喀喇沁左翼蒙古族自治縣
围场满族蒙古族自治县	圍場滿族蒙古族自治縣
图坦卡蒙	圖坦卡蒙
坑蒙	坑蒙
坑蒙拐骗	坑蒙拐騙
埃德蒙	埃德蒙
埃德蒙顿	埃德蒙頓
外蒙	外蒙
外蒙古	外蒙古
多特蒙德	多特蒙德
巴音郭楞蒙古自治州	巴音郭楞蒙古自治州
彪蒙	彪蒙
爱德蒙	愛德蒙
承蒙	承蒙
承蒙关照	承蒙關照
